,name,Engine,Mileage,Length,Height,Seating_Capacity,price,year,km,FuelType,Transmission,Owner
7257,honda-jazz,1194 ,19.0,3954 ,1570 ,5 ,543000.0,Jun 2018,6885 ,Petrol,Manual,First
7258,maruti-suzuki-ritz,1396 ,13.48,3940 ,1505 ,5 ,287000.0,Jun 2012,98296 ,Diesel,Manual,First
7259,ford-ecosport,1197 ,21.21,3995 ,1515 ,5 ,542000.0,Jun 2018,53116 ,Petrol,Manual,Second
7260,honda-cr-v,1197 ,18.9,3765 ,1520 ,5 ,378000.0,Jun 2016,24515 ,Petrol,Manual,Second
7261,maruti-suzuki-wagon-r,1598 ,15.0,4386 ,1466 ,5 ,421000.0,Jun 2013,71698 ,Petrol,Manual,Second
7262,maruti-suzuki-dzire,1197 ,18.6,3850 ,1530 ,5 ,380000.0,Jun 2015,90828 ,Petrol,Manual,Second
7263,hyundai-i10,1248 ,24.0,4300 ,1595 ,5 ,755000.0,Jun 2018,43667 ,Diesel,Manual,Second
7266,hyundai-santro,1198 ,17.88,3994 ,1607 ,5 ,793000.0,Jun 2018,43330 ,Petrol,Manual,First
7267,hyundai-elite-i20,1497 ,16.5,4315 ,1645 ,5 ,1109000.0,Jun 2019,20139 ,Petrol,Manual,First
7268,maruti-suzuki-celerio,1582 ,21.9,4370 ,1475 ,5 ,476000.0,Jun 2014,99781 ,Diesel,Automatic,Second
7269,hyundai-i10,1997 ,16.0,4585 ,1785 ,7 ,873000.0,Jun 2015,59980 ,Diesel,Manual,First
7270,kia-seltos,1197 ,17.52,3995 ,1605 ,5 ,821000.0000000001,Jun 2021,21490 ,Petrol,Manual,First
7271,ford-ecosport,1498 ,27.3,3955 ,1544 ,5 ,497000.0,Jun 2016,49672 ,Diesel,Manual,First
7272,maruti-suzuki-swift,1598 ,20.5,4386 ,1466 ,5 ,397000.0,Jun 2014,77688 ,Diesel,Manual,First
7273,maruti-suzuki-swift,1498 ,13.6,4315 ,1695 ,5 ,441000.0,Jun 2014,63469 ,Petrol,Manual,First
7274,hyundai-grand-i10-nios,1197 ,21.0,3805 ,1520 ,5 ,634000.0,Jun 2021,9419 ,Petrol,Manual,First
7275,maruti-suzuki-wagon-r,1598 ,14.3,4386 ,1466 ,5 ,404000.0,Jun 2014,56608 ,Petrol,Automatic,Second
7276,maruti-suzuki-swift-dzire,1591 ,15.29,4270 ,1630 ,5 ,821000.0000000001,Jun 2017,44361 ,Petrol,Manual,First
7278,maruti-suzuki-s-cross,796 ,22.0,3445 ,1475 ,5 ,304000.0,Jun 2020,23436 ,Petrol,Manual,First
7279,maruti-suzuki-wagon-r,1197 ,18.6,3850 ,1530 ,5 ,380000.0,Jun 2013,56950 ,Petrol,Manual,First
7280,maruti-suzuki-ertiga,1598 ,15.0,4386 ,1466 ,5 ,465000.00000000006,Jun 2013,47294 ,Petrol,Manual,Second
7281,maruti-suzuki-wagon-r,796 ,16.8,3370 ,1640 ,5 ,316000.0,Jun 2016,27287 ,Petrol,Manual,First
7282,hyundai-creta,998 ,23.1,3600 ,1560 ,5 ,346000.0,Jun 2015,121969 ,Petrol,Automatic,Second
7283,renault-kwid,1598 ,20.5,4386 ,1466 ,5 ,458000.0,Jun 2013,82313 ,Diesel,Manual,Second
7284,toyota-glanza,1197 ,20.8,3700 ,1595 ,5 ,438000.0,Jun 2020,76308 ,Petrol,Manual,First
7285,maruti-suzuki-alto,1373 ,22.8,4265 ,1685 ,7 ,602000.0,Jun 2014,94674 ,CNG,Manual,Second
7286,hyundai-xcent,1997 ,16.0,4585 ,1785 ,7 ,753000.0,Jun 2015,80511 ,Diesel,Manual,Second
7287,hyundai-i20,1798 ,15.23,4540 ,1480 ,5 ,649000.0,Jun 2014,116438 ,Petrol,Manual,First
7288,ford-ecosport,1198 ,18.6,3780 ,1530 ,5 ,266000.0,Jun 2011,43471 ,Petrol,Manual,First
7289,maruti-suzuki-celerio,799 ,25.17,3679 ,1478 ,5 ,256999.99999999997,Jun 2016,30705 ,Petrol,Manual,First
7290,maruti-suzuki-alto-800,1364 ,21.45,4540 ,1480 ,5 ,643000.0,Jun 2014,126822 ,Diesel,Manual,First
7291,maruti-suzuki-alto-800,1198 ,18.6,3780 ,1530 ,5 ,250000.0,Jun 2011,74099 ,Petrol,Manual,Second
7292,maruti-suzuki-alto-800,1498 ,20.139999389648438,3971 ,1469 ,5 ,341000.0,Jun 2014,93131 ,Diesel,Manual,First
7293,maruti-suzuki-celerio,1248 ,23.65,4300 ,1590 ,5 ,685000.0,Jun 2016,54323 ,Diesel,Manual,First
7294,hyundai-grand-i10,999 ,23.01,3679 ,1478 ,5 ,281000.0,Jun 2018,95362 ,Petrol,Manual,First
7295,honda-city,1197 ,21.0,3805 ,1520 ,5 ,611000.0,Jun 2019,19404 ,Petrol,Manual,First
7296,ford-ecosport,1248 ,24.0,4300 ,1595 ,5 ,665000.0,Jun 2018,67322 ,Diesel,Manual,First
7297,maruti-suzuki-alto-800,1498 ,21.66,3995 ,1483 ,5 ,491000.0,Jun 2017,61467 ,Diesel,Manual,First
7298,mahindra-xuv500,1197 ,18.6,3850 ,1530 ,5 ,380000.0,Jun 2013,21488 ,Petrol,Manual,First
7299,toyota-etios,1199 ,18.7,3955 ,1544 ,5 ,463000.0,Jun 2016,34461 ,Petrol,Manual,First
7300,ford-ecosport,1373 ,16.02,4265 ,1685 ,7 ,602000.0,Jun 2013,18477 ,Petrol,Manual,First
7301,toyota-urban-cruiser,1956 ,14.08,4661 ,1786 ,7 ,2277000.0,Jun 2021,16305 ,Diesel,Automatic,Second
7302,maruti-suzuki-alto-800,1373 ,19.12,4490 ,1485 ,5 ,589000.0,Jun 2016,93768 ,Petrol,Automatic,First
7303,hyundai-elite-i20,2179 ,16.0,4585 ,1785 ,7 ,748000.0,Jun 2015,82089 ,Diesel,Manual,Second
7305,maruti-suzuki-ignis,1493 ,18.49,3995 ,1839 ,7 ,608000.0,Jun 2016,71077 ,Diesel,Manual,First
7306,mahindra-scorpio,998 ,15.0,3539 ,1700 ,5 ,259000.0,Jun 2011,16060 ,Petrol,Manual,First
7307,honda-wr-v,796 ,14.54,3495 ,1460 ,5 ,239000.0,Jun 2012,48499 ,Petrol,Manual,First
7308,maruti-suzuki-dzire,796 ,14.54,3495 ,1460 ,5 ,169000.0,Jun 2012,66580 ,Petrol,Manual,First
7309,maruti-suzuki-dzire,1373 ,20.729999542236328,4490 ,1485 ,5 ,573000.0,Jun 2015,78743 ,Petrol,Manual,First
7310,maruti-suzuki-dzire,1373 ,16.02,4265 ,1685 ,7 ,574000.0,Jun 2013,89703 ,Petrol,Manual,First
7311,maruti-suzuki-alto-800,998 ,15.0,3539 ,1700 ,5 ,256999.99999999997,Jun 2012,93474 ,Petrol,Manual,Second
7312,renault-kwid,1373 ,16.02,4265 ,1685 ,7 ,570000.0,Jun 2013,43549 ,Petrol,Manual,Second
7313,maruti-suzuki-alto-800,1591 ,17.4,4375 ,1475 ,5 ,497000.0,Jun 2016,41890 ,Petrol,Manual,Third
7314,mahindra-scorpio,1197 ,21.01,3995 ,1510 ,5 ,818000.0,Jun 2021,4729 ,Petrol,Manual,First
7315,maruti-suzuki-baleno,1591 ,16.61,4370 ,1475 ,5 ,496000.0,Jun 2014,79092 ,Petrol,Automatic,First
7316,ford-ecosport,796 ,14.54,3495 ,1460 ,5 ,166000.0,Jun 2011,10010 ,Petrol,Manual,Second
7317,honda-jazz,1248 ,24.29,3995 ,1640 ,5 ,687000.0,Jun 2017,61500 ,Diesel,Manual,First
7318,hyundai-xcent,1197 ,21.01,3995 ,1510 ,5 ,808000.0,Jun 2020,18669 ,Petrol,Manual,First
7319,maruti-suzuki-swift,1373 ,16.02,4265 ,1685 ,7 ,569000.0,Jun 2012,49444 ,Petrol,Manual,Third
7320,toyota-corolla-altis,1248 ,24.29,3995 ,1640 ,5 ,681000.0,Jun 2016,58118 ,Diesel,Manual,First
7321,ford-ecosport,1198 ,19.34,3825 ,1530 ,5 ,329000.0,Jun 2014,43860 ,Petrol,Automatic,First
7322,honda-city,998 ,18.2,3995 ,1647 ,5 ,1053000.0,Jun 2021,9307 ,Petrol,Manual,First
7323,renault-kiger,1497 ,16.5,4315 ,1645 ,5 ,1241000.0,Jun 2020,4765 ,Petrol,Manual,First
7324,skoda-rapid,1197 ,21.01,3995 ,1510 ,5 ,700000.0,Jun 2019,69403 ,Petrol,Manual,First
7325,mahindra-marazzo,1199 ,19.2,3993 ,1532 ,5 ,791000.0,Jun 2020,6693 ,Petrol,Automatic,First
7326,mahindra-marazzo,1199 ,20.3,3992 ,1537 ,5 ,586000.0,Jun 2018,32113 ,Petrol,Manual,First
7328,hyundai-venue,1197 ,17.52,3995 ,1605 ,5 ,780000.0,Jun 2020,72640 ,Petrol,Manual,First
7329,toyota-corolla-altis,2393 ,15.1,4735 ,1795 ,7 ,2595000.0,Jun 2020,27058 ,Diesel,Automatic,First
7331,hyundai-i20-active,796 ,16.8,3370 ,1640 ,5 ,319000.0,Jun 2016,18731 ,Petrol,Manual,First
7332,hyundai-i20-active,998 ,23.1,3600 ,1560 ,5 ,348000.0,Jun 2015,22939 ,Petrol,Manual,First
7333,honda-jazz,1798 ,15.23,4540 ,1480 ,5 ,756000.0,Jun 2014,38440 ,Petrol,Manual,First
7335,volkswagen-ameo,1199 ,18.7,3955 ,1544 ,5 ,644000.0,Jun 2016,37079 ,Petrol,Manual,Second
7336,hyundai-i20-active,998 ,32.52,3655 ,1675 ,5 ,647000.0,Jun 2021,13999 ,CNG,Manual,Second
7337,toyota-corolla-altis,1199 ,21.0,3992 ,1537 ,5 ,637000.0,Jun 2019,58626 ,Petrol,Manual,First
7338,volkswagen-vento,1462 ,18.5,4300 ,1595 ,5 ,944999.9999999999,Jun 2020,30125 ,Petrol,Manual,First
7339,maruti-suzuki-ciaz,1197 ,20.0,3985 ,1505 ,5 ,725000.0,Jun 2020,59476 ,Petrol,Manual,First
7340,hyundai-eon,1591 ,15.29,4270 ,1630 ,5 ,718000.0,Jun 2016,84946 ,Petrol,Manual,First
7341,hyundai-venue,1197 ,19.1,3995 ,1520 ,5 ,313000.0,Jun 2014,70443 ,Petrol,Manual,Second
7342,maruti-suzuki-ciaz,1197 ,20.8,3700 ,1595 ,5 ,544000.0,Jun 2020,1290 ,Petrol,Manual,First
7343,mahindra-kuv100,1197 ,21.4,3995 ,1500 ,5 ,757000.0,Jun 2021,48818 ,Petrol,Manual,First
7344,toyota-urban-cruiser,1197 ,18.9,3765 ,1520 ,5 ,412000.0,Jun 2015,27647 ,Petrol,Manual,First
7345,maruti-suzuki-baleno,1197 ,20.63,3585 ,1550 ,5 ,342000.0,Jun 2012,57064 ,Petrol,Manual,Second
7346,hyundai-grand-i10,1197 ,19.1,3995 ,1520 ,5 ,576000.0,Jun 2017,28252 ,Petrol,Manual,Second
7347,hyundai-venue,1197 ,21.4,3995 ,1500 ,5 ,641000.0,Jun 2019,12423 ,Petrol,Manual,First
7349,maruti-suzuki-dzire,1199 ,18.5,3990 ,1523 ,5 ,724000.0,Jun 2021,9288 ,Petrol,Manual,First
7350,honda-brio,999 ,23.01,3679 ,1478 ,5 ,269000.0,Jun 2016,16404 ,Petrol,Manual,First
7351,honda-city,1197 ,16.95,3765 ,1520 ,5 ,372000.0,Jun 2014,95868 ,Petrol,Automatic,Third
7352,honda-amaze,1197 ,16.95,3765 ,1520 ,5 ,372000.0,Jun 2014,95868 ,Petrol,Automatic,Third
7353,honda-wr-v,1497 ,15.6,4440 ,1485 ,5 ,440000.00000000006,Jun 2013,71893 ,Petrol,Automatic,First
7354,maruti-suzuki-wagon-r,1197 ,20.8,3700 ,1595 ,5 ,444000.00000000006,Jun 2018,25413 ,Petrol,Manual,First
7355,honda-city,998 ,15.0,3539 ,1700 ,5 ,267000.0,Jun 2013,18078 ,Petrol,Manual,First
7356,mahindra-xuv300,1197 ,18.6,3985 ,1505 ,5 ,475000.0,Jun 2015,55271 ,Petrol,Manual,Second
7357,maruti-suzuki-ciaz,1197 ,18.6,3985 ,1505 ,5 ,475000.0,Jun 2014,50726 ,Petrol,Manual,Second
7358,maruti-suzuki-eeco,999 ,18.9,3999 ,1708 ,5 ,444000.00000000006,Jun 2013,61023 ,Petrol,Manual,Second
7359,volkswagen-ameo,1497 ,15.6,4440 ,1485 ,5 ,416000.0,Jun 2011,36819 ,Petrol,Automatic,First
7360,honda-wr-v,1956 ,14.63,4598 ,1706 ,5 ,2014000.0,Jun 2020,35575 ,Diesel,Automatic,First
7361,hyundai-grand-i10,998 ,26.6,3599 ,1700 ,5 ,559000.0,Jun 2019,31111 ,CNG,Manual,First
7362,toyota-yaris,999 ,18.7,3994 ,1572 ,5 ,787000.0,Jun 2021,26922 ,Petrol,Manual,First
7363,hyundai-creta,2179 ,15.1,4585 ,1785 ,7 ,1459000.0,Jun 2021,22468 ,Diesel,Manual,First
7364,maruti-suzuki-eeco,1956 ,14.0,4661 ,1786 ,7 ,2107000.0,Jun 2022,7087 ,Diesel,Automatic,First
7365,renault-kwid,999 ,18.78,3971 ,1469 ,5 ,765000.0,Jun 2019,35844 ,Petrol,Manual,First
7366,honda-wr-v,1497 ,23.0,3990 ,1523 ,5 ,939000.0,Jun 2021,26035 ,Diesel,Manual,First
7367,volkswagen-polo,1198 ,16.47,3971 ,1469 ,5 ,573000.0,Jun 2018,31827 ,Petrol,Manual,First
7368,volkswagen-polo,1498 ,22.27,3999 ,1708 ,5 ,664000.0,Jun 2016,57090 ,Diesel,Manual,First
7370,maruti-suzuki-dzire,1197 ,21.01,3995 ,1510 ,5 ,788000.0,Jun 2020,12420 ,Petrol,Manual,First
7371,maruti-suzuki-dzire,1197 ,18.9,3765 ,1520 ,5 ,320000.0,Jun 2014,58626 ,Petrol,Manual,First
7372,ford-freestyle,1591 ,15.29,4270 ,1630 ,5 ,1042000.0,Jun 2017,79448 ,Petrol,Automatic,First
7373,hyundai-i20,1086 ,19.81,3585 ,1550 ,5 ,362000.0,Jun 2015,37085 ,Petrol,Manual,Second
7374,maruti-suzuki-dzire,998 ,15.0,3539 ,1670 ,5 ,261000.0,Jun 2010,41971 ,Petrol,Manual,First
7375,hyundai-grand-i10,1199 ,18.7,3955 ,1544 ,5 ,516000.0,Jun 2017,27241 ,Petrol,Manual,First
7376,skoda-rapid,1598 ,14.3,4386 ,1466 ,5 ,529000.0,Jun 2015,29967 ,Petrol,Automatic,Second
7377,maruti-suzuki-swift,998 ,31.79,3695 ,1560 ,5 ,377000.0,Jun 2014,96348 ,CNG,Manual,Second
7378,maruti-suzuki-s-cross,1198 ,17.8,3990 ,1505 ,5 ,372000.0,Jun 2013,27505 ,Petrol,Manual,First
7379,mahindra-thar,1197 ,17.52,3995 ,1605 ,5 ,788000.0,Jun 2019,33004 ,Petrol,Manual,First
7380,mahindra-thar,1497 ,17.3,4585 ,1774 ,8 ,1068000.0,Jun 2019,9919 ,Diesel,Manual,First
7381,tata-nexon,1499 ,15.8,3999 ,1708 ,5 ,461000.00000000006,Jun 2014,91693 ,Petrol,Manual,Second
7382,kia-seltos,1197 ,12.4,3940 ,1505 ,5 ,214000.0,Jun 2010,45189 ,Petrol,Manual,Second
7383,hyundai-verna,1199 ,23.84,3746 ,1535 ,5 ,396000.0,Jun 2017,94759 ,Petrol,Manual,First
7384,mahindra-xuv500,1373 ,20.729999542236328,4490 ,1485 ,5 ,586000.0,Jun 2015,66958 ,Petrol,Manual,First
7385,hyundai-venue,1248 ,24.29,3995 ,1640 ,5 ,666000.0,Jun 2017,53100 ,Diesel,Manual,First
7386,honda-jazz,1199 ,19.0,3955 ,1544 ,5 ,513999.99999999994,Jun 2015,80193 ,Petrol,Automatic,First
7387,skoda-rapid,999 ,20.0,3990 ,1643 ,7 ,553000.0,Jun 2019,30708 ,Petrol,Manual,First
7388,renault-duster,796 ,22.74,3395 ,1475 ,5 ,212000.0,Jun 2013,84301 ,Petrol,Manual,Third
7389,hyundai-grand-i10-nios,1198 ,17.8,3990 ,1505 ,5 ,330000.0,Jun 2015,51623 ,Petrol,Manual,Second
7390,skoda-rapid,1497 ,17.4,4440 ,1495 ,5 ,1130000.0,Jun 2022,8318 ,Petrol,Manual,First
7391,hyundai-creta,999 ,20.0,3994 ,1572 ,5 ,765000.0,Jun 2021,19098 ,Petrol,Manual,First
7392,skoda-rapid,998 ,31.19,3565 ,1564 ,4 ,547000.0,Jun 2021,24088 ,CNG,Manual,First
7393,maruti-suzuki-alto-800,1462 ,20.28,4490 ,1485 ,5 ,848000.0,Jun 2019,67295 ,Petrol,Automatic,First
7394,maruti-suzuki-swift,1493 ,18.1,4500 ,1675 ,6 ,1989000.0,Jun 2021,30999 ,Diesel,Automatic,First
7395,skoda-rapid,1197 ,20.52,3655 ,1675 ,5 ,607000.0,Jun 2021,31286 ,Petrol,Manual,First
7396,maruti-suzuki-omni,1197 ,20.8,3700 ,1595 ,5 ,677000.0,Jun 2020,33291 ,Petrol,Automatic,First
7397,maruti-suzuki-celerio,1248 ,28.09,4490 ,1485 ,5 ,664000.0,Jun 2017,98020 ,Diesel,Manual,First
7398,skoda-rapid,1199 ,17.5,3999 ,1601 ,5 ,991000.0,Jun 2022,2783 ,Petrol,Manual,First
7399,maruti-suzuki-ignis,999 ,20.0,3990 ,1643 ,7 ,681000.0,Jun 2021,45553 ,Petrol,Manual,First
7400,maruti-suzuki-ertiga,999 ,22.5,3429 ,1541 ,5 ,430000.0,Jun 2020,17580 ,Petrol,Manual,First
7402,toyota-corolla-altis,1497 ,17.8,4440 ,1495 ,5 ,430000.0,Jun 2014,29856 ,Petrol,Manual,First
7403,nissan-micra,1462 ,18.5,4300 ,1595 ,5 ,994999.9999999999,Jun 2020,5278 ,Petrol,Manual,First
7404,renault-kwid,1197 ,21.4,3995 ,1500 ,5 ,603000.0,Jun 2017,56272 ,Petrol,Automatic,First
7405,toyota-corolla-altis,1373 ,20.729999542236328,4490 ,1485 ,5 ,459999.99999999994,Jun 2016,31349 ,Petrol,Manual,First
7406,nissan-micra,1196 ,16.2,3675 ,1800 ,5 ,407000.0,Jun 2019,5189 ,Petrol,Manual,Second
7407,volkswagen-polo,1197 ,21.4,3995 ,1500 ,5 ,479000.0,Jun 2015,48729 ,Petrol,Manual,Second
7408,maruti-suzuki-s-cross,998 ,15.0,3539 ,1700 ,5 ,278000.0,Jun 2013,35162 ,Petrol,Manual,First
7410,hyundai-grand-i10-nios,1197 ,20.4,3850 ,1530 ,5 ,376000.0,Jun 2015,38754 ,Petrol,Manual,First
7411,maruti-suzuki-s-cross,998 ,20.2,3620 ,1460 ,5 ,171000.0,Jun 2011,17048 ,Petrol,Manual,First
7412,volkswagen-ameo,1197 ,18.6,3985 ,1505 ,5 ,461000.00000000006,Jun 2015,61956 ,Petrol,Manual,Second
7413,maruti-suzuki-swift,1373 ,20.729999542236328,4490 ,1485 ,5 ,578000.0,Jun 2015,57373 ,Petrol,Manual,First
7414,honda-jazz,998 ,20.2,3620 ,1460 ,5 ,231999.99999999997,Jun 2012,40295 ,Petrol,Manual,Second
7415,maruti-suzuki-ertiga,1198 ,16.47,3970 ,1453 ,5 ,351000.0,Jun 2013,67100 ,Petrol,Manual,Second
7416,tata-safari,1199 ,17.5,3999 ,1601 ,5 ,709000.0,Jun 2017,35308 ,Petrol,Manual,Second
7417,maruti-suzuki-ciaz,999 ,19.03,3991 ,1605 ,5 ,738000.0,Jun 2021,6593 ,Petrol,Automatic,First
7418,mahindra-xuv500,1591 ,15.29,4270 ,1630 ,5 ,800000.0,Jun 2016,70486 ,Petrol,Manual,First
7419,mahindra-tuv300,998 ,23.1,3600 ,1560 ,5 ,353000.0,Jun 2015,39854 ,Petrol,Manual,First
7420,mahindra-tuv300,998 ,20.2,3620 ,1460 ,5 ,176000.0,Jun 2011,48643 ,Petrol,Manual,First
7421,maruti-suzuki-wagon-r,1197 ,20.4,3850 ,1530 ,5 ,328000.0,Jun 2010,35573 ,Petrol,Manual,First
7422,maruti-suzuki-alto,1198 ,16.47,3970 ,1453 ,5 ,353000.0,Jun 2013,55839 ,Petrol,Manual,First
7423,maruti-suzuki-alto,1197 ,20.8,3700 ,1595 ,5 ,453000.0,Jun 2018,32840 ,Petrol,Manual,First
7424,maruti-suzuki-ciaz,1197 ,12.4,3940 ,1505 ,5 ,254999.99999999997,Jun 2010,41212 ,Petrol,Manual,Second
7425,maruti-suzuki-ertiga,1199 ,26.4,3993 ,1532 ,5 ,805000.0000000001,Jun 2022,26689 ,CNG,Manual,First
7426,maruti-suzuki-wagon-r,1199 ,18.8,3827 ,1615 ,5 ,846000.0000000001,Jun 2022,8835 ,Petrol,Automatic,First
7427,maruti-suzuki-ertiga,796 ,24.7,3430 ,1475 ,5 ,315000.0,Jun 2018,40064 ,Petrol,Manual,First
7428,hyundai-verna,1197 ,21.4,3995 ,1500 ,5 ,746000.0,Jun 2019,43491 ,Petrol,Manual,First
7429,toyota-glanza,999 ,20.0,3990 ,1643 ,7 ,632000.0,Jun 2019,18884 ,Petrol,Manual,First
7430,hyundai-verna,999 ,20.0,3990 ,1643 ,7 ,563000.0,Jun 2019,4277 ,Petrol,Manual,First
7431,maruti-suzuki-alto,1198 ,16.47,3971 ,1469 ,5 ,548000.0,Jun 2015,40709 ,Petrol,Manual,First
7432,maruti-suzuki-vitara-brezza,1497 ,17.4,4440 ,1495 ,5 ,1144000.0,Jun 2022,33903 ,Petrol,Manual,First
7433,toyota-glanza,1248 ,28.4,3995 ,1515 ,5 ,690000.0,Jun 2018,53333 ,Diesel,Automatic,First
7434,maruti-suzuki-ertiga,1462 ,17.0,3995 ,1640 ,5 ,899000.0,Jun 2020,37887 ,Petrol,Manual,First
7435,maruti-suzuki-vitara-brezza,999 ,22.0,3731 ,1474 ,5 ,545000.0,Jun 2022,187 ,Petrol,Automatic,First
7436,nissan-micra,998 ,23.1,3600 ,1560 ,5 ,443000.0,Jun 2016,52891 ,Petrol,Automatic,Second
7438,kia-seltos,1598 ,20.5,4384 ,1466 ,5 ,412000.0,Jun 2013,40338 ,Diesel,Manual,First
7439,toyota-glanza,1197 ,18.6,3850 ,1530 ,5 ,329000.0,Jun 2012,57784 ,Petrol,Manual,Third
7440,tata-tigor,1198 ,18.14,3675 ,1635 ,6 ,354000.0,Jun 2017,50902 ,Petrol,Manual,First
7441,tata-tigor,998 ,20.2,3620 ,1460 ,5 ,199000.0,Jun 2011,89629 ,Petrol,Manual,Second
7442,honda-brio,1197 ,28.0,3995 ,1520 ,5 ,775000.0,Jun 2021,26885 ,CNG,Manual,First
7443,hyundai-venue,1598 ,16.47,3970 ,1453 ,5 ,327000.0,Jun 2011,79786 ,Petrol,Manual,First
7444,toyota-innova,1497 ,16.8,4440 ,1485 ,5 ,365000.0,Jun 2013,39060 ,Petrol,Manual,First
7445,maruti-suzuki-ritz,814 ,21.1,3495 ,1500 ,5 ,184000.0,Jun 2012,43868 ,Petrol,Manual,Second
7446,maruti-suzuki-omni,1395 ,16.8,4659 ,1476 ,5 ,655000.0,Jun 2014,59918 ,Petrol,Manual,First
7447,maruti-suzuki-celerio,1497 ,16.8,4440 ,1485 ,5 ,360000.0,Jun 2012,46470 ,Petrol,Manual,First
7448,toyota-corolla-altis,1497 ,23.97,3994 ,1607 ,5 ,786000.0,Jun 2017,87139 ,Diesel,Manual,First
7449,honda-brio,1591 ,16.61,4370 ,1475 ,5 ,461000.00000000006,Jun 2012,56996 ,Petrol,Automatic,First
7450,honda-jazz,1198 ,17.88,3994 ,1607 ,5 ,644000.0,Jun 2018,74100 ,Petrol,Manual,First
7451,maruti-suzuki-wagon-r,814 ,21.1,3495 ,1500 ,5 ,168000.0,Jun 2013,43148 ,Petrol,Manual,Third
7452,tata-tigor,1499 ,15.85,3999 ,1708 ,5 ,455999.99999999994,Jun 2016,70500 ,Petrol,Manual,First
7453,maruti-suzuki-s-cross,1199 ,21.0,3992 ,1537 ,5 ,400000.0,Jun 2019,5126 ,Petrol,Manual,First
7454,hyundai-elite-i20,999 ,18.9,3999 ,1708 ,5 ,455999.99999999994,Jun 2013,52240 ,Petrol,Manual,Second
7455,hyundai-creta,1248 ,23.65,4300 ,1590 ,5 ,705000.0,Jun 2015,54081 ,Diesel,Manual,First
7456,hyundai-xcent,1197 ,18.6,3985 ,1505 ,5 ,468000.0,Jun 2015,10879 ,Petrol,Manual,First
7457,maruti-suzuki-ignis,1499 ,15.8,3999 ,1708 ,5 ,441000.0,Jun 2014,57259 ,Petrol,Manual,Second
7458,maruti-suzuki-baleno,1197 ,17.52,3995 ,1605 ,5 ,815000.0,Jun 2021,5813 ,Petrol,Manual,Second
7459,hyundai-grand-i10,1198 ,17.8,3990 ,1505 ,5 ,336000.0,Jun 2015,34807 ,Petrol,Manual,Second
7460,hyundai-i10,999 ,18.9,3999 ,1708 ,5 ,440000.00000000006,Jun 2015,89477 ,Petrol,Manual,First
7461,hyundai-xcent,1197 ,18.6,3985 ,1505 ,5 ,433000.0,Jun 2015,58335 ,Petrol,Manual,First
7462,maruti-suzuki-baleno,998 ,18.2,3995 ,1605 ,5 ,811000.0,Jun 2020,6455 ,Petrol,Manual,Second
7463,honda-brio,1498 ,22.7,3999 ,1708 ,5 ,424000.0,Jun 2013,70493 ,Diesel,Manual,Second
7464,tata-altroz,1197 ,18.6,3985 ,1505 ,5 ,432000.0,Jun 2016,57762 ,Petrol,Manual,Second
7465,renault-kwid,999 ,23.01,3679 ,1478 ,5 ,282000.0,Jun 2017,40116 ,Petrol,Manual,First
7466,hyundai-grand-i10,1248 ,24.0,4300 ,1595 ,5 ,639000.0,Jun 2018,71119 ,Diesel,Manual,First
7467,hyundai-grand-i10,1598 ,15.0,4386 ,1466 ,5 ,503000.0,Jun 2013,67750 ,Petrol,Manual,First
7468,honda-city,1197 ,12.8,3565 ,1550 ,5 ,174000.0,Jun 2010,36274 ,Petrol,Manual,Second
7469,maruti-suzuki-ignis,1591 ,15.29,4270 ,1630 ,5 ,739000.0,Jun 2016,46397 ,Petrol,Manual,First
7470,maruti-suzuki-wagon-r,1197 ,12.8,3565 ,1550 ,5 ,173000.0,Jun 2009,61865 ,Petrol,Manual,Second
7472,hyundai-elite-i20,1197 ,21.0,3805 ,1520 ,5 ,615000.0,Jun 2021,3240 ,Petrol,Manual,First
7473,ford-ecosport,1591 ,15.29,4270 ,1630 ,5 ,668000.0,Jun 2016,84686 ,Petrol,Manual,First
7474,honda-city,1496 ,17.57,4265 ,1510 ,5 ,262000.0,Jun 2011,50077 ,Petrol,Manual,First
7475,tata-harrier,1197 ,21.0,3805 ,1520 ,5 ,614000.0,Jun 2019,14547 ,Petrol,Manual,First
7476,maruti-suzuki-wagon-r,1498 ,25.5,3999 ,1601 ,5 ,658000.0,Jun 2017,91709 ,Diesel,Manual,First
7477,nissan-magnite,1199 ,17.5,3999 ,1601 ,5 ,656000.0,Jun 2017,49841 ,Petrol,Manual,First
7478,mahindra-xuv500,1462 ,17.0,3995 ,1640 ,5 ,990000.0,Jun 2021,9537 ,Petrol,Manual,First
7479,tata-safari,1047 ,27.28,3746 ,1535 ,5 ,374000.0,Jun 2017,77502 ,Diesel,Manual,First
7480,volkswagen-polo,1462 ,17.0,3995 ,1640 ,5 ,983000.0,Jun 2021,1581 ,Petrol,Manual,First
7481,tata-altroz,796 ,14.54,3495 ,1460 ,5 ,149000.0,Jun 2010,57001 ,Petrol,Manual,Third
7482,volkswagen-polo,1498 ,17.8,4549 ,1489 ,5 ,1448000.0,Jun 2022,4642 ,Petrol,Manual,First
7483,ford-ecosport,796 ,14.54,3495 ,1460 ,5 ,146000.0,Jun 2010,63446 ,Petrol,Manual,First
7484,mahindra-xuv300,1199 ,18.5,3990 ,1523 ,5 ,714000.0,Jun 2020,22264 ,Petrol,Manual,First
