,name,Engine,Mileage,Length,Height,Seating_Capacity,price,year,km,FuelType,Transmission,Owner
2052,renault-kwid,999 ,23.01,3679 ,1478 ,5 ,383000.0,Jun 2018,63024 ,Petrol,Manual,First
2053,hyundai-i10,1197 ,20.63,3585 ,1550 ,5 ,211000.0,Jun 2011,56227 ,Petrol,Manual,Second
2054,maruti-suzuki-vitara-brezza,1248 ,24.29,3995 ,1640 ,5 ,612000.0,Jun 2016,89882 ,Diesel,Manual,First
2055,hyundai-elite-i20,1197 ,18.6,3985 ,1505 ,5 ,593000.0,Jun 2016,84383 ,Petrol,Manual,Second
2056,nissan-micra,1198 ,19.34,3825 ,1530 ,5 ,577000.0,Jun 2018,28645 ,Petrol,Automatic,First
2057,hyundai-santro,1086 ,17.92,3565 ,1590 ,5 ,290000.0,Jun 2011,70264 ,Petrol,Manual,First
2058,maruti-suzuki-swift,1197 ,20.4,3850 ,1530 ,5 ,618000.0,Jun 2018,60121 ,Petrol,Manual,First
2059,maruti-suzuki-s-presso,998 ,21.7,3565 ,1564 ,5 ,524000.0,Jun 2022,2480 ,Petrol,Manual,First
2060,maruti-suzuki-swift-dzire,1197 ,20.85,3995 ,1555 ,5 ,503000.0,Jun 2016,38123 ,Petrol,Manual,Second
2061,datsun-go-plus,1198 ,19.83,3995 ,1507 ,7 ,534000.0,Jun 2019,14128 ,Petrol,Manual,First
2062,maruti-suzuki-s-cross,1248 ,23.65,4300 ,1590 ,5 ,721000.0,Jun 2016,42253 ,Diesel,Manual,First
2063,hyundai-grand-i10,1197 ,19.77,3765 ,1520 ,5 ,549000.0,Jun 2017,26274 ,Petrol,Manual,First
2064,maruti-suzuki-wagon-r,998 ,20.5,3599 ,1700 ,5 ,403000.0,Jun 2018,21146 ,Petrol,Manual,First
2065,tata-tiago,1199 ,26.4,3765 ,1535 ,5 ,717000.0,Jun 2022,13579 ,CNG,Manual,First
2066,hyundai-grand-i10,1197 ,18.9,3765 ,1520 ,5 ,472000.0,Jun 2015,63148 ,Petrol,Manual,First
2067,hyundai-grand-i10,1197 ,18.9,3765 ,1520 ,5 ,446000.0,Jun 2016,52139 ,Petrol,Manual,Second
2068,mahindra-kuv100,1198 ,18.14,3675 ,1655 ,6 ,449000.0,Jun 2016,58973 ,Petrol,Manual,First
2069,hyundai-i10,1197 ,20.63,3585 ,1550 ,5 ,332000.0,Jun 2013,59543 ,Petrol,Manual,First
2070,renault-triber,999 ,20.0,3990 ,1643 ,7 ,649000.0,Jun 2020,31770 ,Petrol,Manual,First
2071,maruti-suzuki-swift,1197 ,20.4,3850 ,1530 ,5 ,578000.0,Jun 2017,53985 ,Petrol,Manual,First
2072,hyundai-grand-i10,1197 ,19.77,3765 ,1520 ,5 ,519000.00000000006,Jun 2017,20353 ,Petrol,Manual,First
2073,maruti-suzuki-swift-dzire,1197 ,19.1,3995 ,1555 ,5 ,484999.99999999994,Jun 2014,50960 ,Petrol,Manual,First
2074,maruti-suzuki-swift,1197 ,20.4,3850 ,1530 ,5 ,554000.0,Jun 2018,55483 ,Petrol,Manual,First
2075,maruti-suzuki-swift,1197 ,20.4,3850 ,1530 ,5 ,582000.0,Jun 2020,20810 ,Petrol,Manual,Second
2076,maruti-suzuki-vitara-brezza,1248 ,24.29,3995 ,1640 ,5 ,809000.0,Jun 2018,64938 ,Diesel,Manual,First
2077,maruti-suzuki-swift,1197 ,20.4,3850 ,1530 ,5 ,384000.0,Jun 2013,16247 ,Petrol,Manual,Second
2078,renault-kwid,999 ,23.01,3679 ,1478 ,5 ,364000.0,Jun 2017,23981 ,Petrol,Manual,Second
2079,hyundai-grand-i10,1197 ,18.9,3765 ,1520 ,5 ,563000.0,Jun 2018,40741 ,Petrol,Manual,First
2080,maruti-suzuki-celerio,998 ,23.1,3600 ,1560 ,5 ,374000.0,Jun 2015,38985 ,Petrol,Automatic,Second
